A300102199011240123,http://www.baidu.com,182.0.1.1,2015-01-01
A200102199011240123,http://www.baidu.com,182.0.1.2,2015-01-01
A100102199011240123,http://www.baidu.com,182.0.1.3,2015-01-01
A500102199011240123,http://www.baidu.com,182.0.1.3,2015-01-01
A000102199011240123,http://www.baidu.com,182.0.1.4,2015-01-01
A400102199011240123,http://www.baidu.com,182.0.1.5,2015-01-02
A600102199011240123,http://www.baidu.com,182.0.1.6,2015-01-02
A700102199011240123,http://www.baidu.com,182.0.1.8,2015-01-02
A800102199011240123,http://www.baidu.com,182.0.1.7,2015-01-02
A900102199011240123,http://www.baidu.com,182.0.1.8,2015-01-02
AX00102199011240123,http://www.baidu.com,182.0.1.9,2015-01-02
A300102199011240123,http://www.baidu.com,182.0.1.1,2015-01-03
A200102199011240123,http://www.baidu.com,182.0.1.2,2015-01-03
A100102199011240123,http://www.baidu.com,182.0.1.3,2015-01-03
A500102199011240123,http://www.baidu.com,182.0.1.3,2015-01-03
A000102199011240123,http://www.baidu.com,182.0.1.4,2015-01-03
A400102199011240123,http://www.baidu.com,182.0.1.5,2015-01-03
A600102199011240123,http://www.baidu.com,182.0.1.6,2015-01-03
A700102199011240123,http://www.baidu.com,182.0.1.8,2015-01-04
A800102199011240123,http://www.baidu.com,182.0.1.7,2015-01-04
A900102199011240123,http://www.baidu.com,182.0.1.8,2015-01-04
AX00102199011240123,http://www.baidu.com,182.0.1.9,2015-01-04
